"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31"
"112","#МещанскийРайонныйСуд","#Москва","#ВладимирЕмельянов","#московскоеДело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","#московскоедело","#дело212","#27июля",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","#дело212","#московскоедело","#кунцевскийсуд","#егоржуковсвободен","#свободуполитзаключенным",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","#ЕгорЖуков","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","#бориснемцов","#mypositionstore","#футболкиназаказ","#футболкисосмыслом","#умноеголосование","#московскоедело","#Отпускай","#поколение","#мыдругие","#вместемысила","#прекраснаяРоссиябудущего","#instatoday","#этокасаетсякаждого","#выбор","#президент",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","#свободуполитзаключенным","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","#егоржуков","#московскоедело","#суд","#приговор","#свобода","#москва","#россия",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","#жуков","#суд","#сизо","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","#московскоедело","#егоржуков",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","#егоржуков","#жуков","#московскоедело","#суд","#москва","#протест","#власть","#выборы","#митинг","#россия","#рф","#росгвардия","#новости","#настоящеевремя.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","#декабрь2019","#декабрь6","#Москва","#кунцевскийрайонныйсуд","#оппозициявлицах","#московскоедело","#дело212","#шудрывмантиях","#егоржуков","#приговор","#тригодаусловно","#чернобелое","#монохром","#december2019","#december6","#Moscow","#trial","#yegorzhukov","#sentence","#probation","#opposition","#blackandwhite","#bnw","#bnwmood","#bnwpolitics","#bnwprotest","#monochrome",NA,NA,NA,NA
"123","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","#MANGOmedia","#егоржуков","#суд","#срок","#московскоедело","#вшэ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","#егоржуков","#московскоедело","#свободуегоружукову",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","#свободуегоружукову","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","#деньсолидарностисневинномысском","#невинномысск","#миненков","#владимиров","#ставропольскийкрай","#навальный","#путин","#медведев","#26регион","#московскоедело","#россиябудущего","#коррупция","#свободаслова","#митинг","#пикет","#самолетсветланымедведевой","#россия","#химзавод","#тосэр",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","#mypositionstore","#футболкиназаказ","#футболкисосмыслом","#московскоедело","#Отпускай","#поколение","#мыдругие","#вместемысила","#прекраснаяРоссиябудущего","#instatoday","#этокасаетсякаждого",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","#ОбщественнаяСлужбаНовостей","#егоржуков","#московскоедело","#новости",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","#дело212","#московскоедело","#свободуполитзаключенным","#свободуегоружукову",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","#мосгорсуд","#московскоедело","#егоржуков","#самариддинраджабов","#суд","#арест","#россия","#карликдиктатор","#путин","#гарантпроституции","#путинскаяроссия","#ложь","#лицемерие","#пропаганда","#коррупция","#развалстраны","#убийствоэкономики","#нищета","#народлох","#терпилы","#ложьилицемериепутина","#мудократия",NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","#егоржуков","#московскоедело","#москва","#санктпетербург","#питер","#saintpetersburg","#отбили","#moscow","#фигурантымосковскогодела","#вшэ","#мосгорсуд","#смольный","#кремль",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","#единаяроссия","#политика","#партияжуликовиворов","#лдпр","#выборы","#кремль","#жуков","#московскоедело","#навальный","#егоржуков","#кубань","#урал","#байкал","#камчатка","#сибирь","#европа","#запад","#восток","#крым","#мид","#церковь","#храм","#патриарх","#бог","#молитва","#вера","#рпц","#христьянство","#православие","#ислам",NA
"137","#отпускай","#московскоедело","#егоржуков","#приговор","#будемлюдьми","#несправедливость",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","#новосибирск","#егоржуков","#московскоедело","#яблоко",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","#РоссияБудетСвободной","#ЕгорЖуков","#СвободуПолитзаключенным","#Московскоедело","#Россия","#свобода","#справедливость",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","#егоржуков","#московскоедело","#москва","#суд",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","#московскоедело","#сядьзатекст","#свобода",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","#ТверскойРайонныйСуд","#Москва","#НикитаЧирцов","#московскоеДело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","#московскоедело","#егоржуков",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","#свободу","#егоржуков","#дело212","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","#московскоедело","#суд","#москва","#полиция",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","#московскоедело","#суд","#москва","#полиция",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","#московскоедело","#егоржуков","#свободуегоружукову","#свобода",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","#свободуегоружукову","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","#московскоедело,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","#егоржуков","#спасибочтоживой","#хорошочтонасвободе","#3годаусловно","#дело212","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","#московскоедело","#егоржуков","#кунцевскийсуд","#суд","#приговор","#россия","#кремль","#москва","#дудь",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","#нельзямолчать","#москва","#кунцевскийсуд","#егоржуков","#московскоедело","#дудь","#новейшаяистория",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","#егоржуков","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","#егоржуков","#мыегоржуков","#ямыегоржуков","#московскоедело","#суд","#москва","#кунцевскийсуд","#вшэ","#интернет","#лишениесвободы","#тюрьма","#приговор","#судебныйприговор","#ютуб","#видео","#youtube","#деловойквартал","#деловойкварталекатеринбург",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","#егоржуков","#жуков","#московскоедело","#суд","#москва","#протест","#власть","#выборы","#митинг","#россия","#рф","#росгвардия","#новости","#настоящеевремя",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","#егоржуков","#суд","#московскоедело","#приговор","#протест","#либертарианство","#вшэ","#москва","#россия",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","#егоржуков","#московскоедело","#свободаслова",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","#новости24","#россия","#новости","#волгоград34","#волжский34","#москва","#мск","#московскаяобласть","#митинги","#пикеты","#московскоедело","#допускай","#егоржуков","#кунцевскийсудмосквы","#россиябудущего","#жителимосквы","#влг","#волгоград",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","#свободуегоружукову","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","#московскоедело","#должнобытьпрекращено",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","#егоржуков","#московскоедело","#суд",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","#кунцевскийРайонныйСуд","#ЕгорЖуков","#московскоеДело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","#егоржуков","#жуков","#вшэ","#московскоедело","#медиазона",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","#москва","#суд","#московскоедело","#егоржуков",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","#московскоедело","#свободуегоружукову","#свободуполитзаключенным",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","#московскоедело","#отпускай","#россиябудетсвободной","#россиябезпутина","#протест","#свободаслова","#репрессии","#суд","#митинг",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","#допускай","#егоржуков","#никитачирцов","#павелновиков","#владимиремельянов","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","#ЕгораЖукова,","#Московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","#Жуков","#ЕгорЖуков","#МосковскоеДело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","#свободуегоружукову","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","#дело212_ru","#московскоедело","#законодомашнемнасилии","#зазаконпротивдомашнегонасилия","#приют","#твоесобачьедело","#tsd_walking","#приветэтомы",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","#московскоедело","#свободуегоружукову",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","#московскоедело","#егоржуков","#иванподкопаев","#кириллжуков","#константинкотов","#данилбеглец","#евгенийковаленко","#сергейсуровцев","#павелновиков","#владимиремельянов","#айдаргубайдуллин","#александрмыльников","#андрейбаршай","#максиммартинцов","#егорлесных","#сергейфомин",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","#егоржуков","#вшэ","#московскоедело","#отецсын",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","#московскоедело","#стоп212","#свободуегоружукову","#свободужукову","#егоржуков","#свободулесных","#свободумартинцеву","#свободумельникову","#свободукмельянову","#свободуновикову","#свободучирцову","#ямывсястрана","#жуковнеэкстремист",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","#московскоедело","#нашеобщеедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","#Чёрнаяпятница","#московскоедело","#свободуполитзаключенным","#срочно","#котов","#жуков","#надоидти","#егоржуков","#свободу","#актуальное","#нельзямолчать","#азатмифтахов","#москвасейчас","#молния","#свободукотову","#дело212","#московскоедело","#хватитсажатьневиновных","#новостьдня","#новостьдня<U+0001F525>","#клубR","#стыдностоятьвстороне",NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","#свободуегоружукову","#свободуегоружукову","#московскоедело","#humanrights","#un",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","#егоржуков","#свободуегоружукову","#сядьзатекст","#московскоедело",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","#эскизкстиху","#сядьзатекст","#свободуегоружукову","#ямыегоржуков","#егоржуков","#графика","#рисунок","#sketch","#sketchbookdrawing","#sketchbook","#drawing","#московскоедело","#эскиз","#зарисовка","#набросок","#порнофильмы","#митинг","#иллюстрация","#картинамосква","#москва","#живопись","#володякотляров","#punkmovies",NA,NA,NA,NA,NA,NA,NA,NA
"189","#егоржуков","#свободуегоружукову","#егоржуковнеэкстремист","#жуковнеэкстремист","#freeYegorZhukov","#свободуполитзаключенным","#арестанты212","#россиябудетсвободной","#московскоедело","#алфёровакатерина",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","#московскоедело","#полицейскоегосударство","#путинскаяроссия","#россия2019","#москва2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","#московскоедело","#ямывсястрана","#стоп212","#свободуполитзаключенным","#арестанты212","#отпускай","#свободувсем","#свободу","#егоржуков",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
